observat,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
166,73544,Kern,Rio Bravo-Greeley Union Elementary,KK-08,797,38,7.0263,35.759102,60,648.25,.075282305,4674.2988,20.973684,16.292999,3.2622333,648.79999,647.70001
167,71407,Sutter,Marcum-Illinois Union Elementary,KK-08,140,7,3.5713999,39.285702,40,648.34998,.2857143,4830.3262,20,12.875,7.8571429,651.59998,645.09998
168,68437,San Diego,Vallecitos Elementary,KK-08,235,13.7,6.8084998,67.234001,51,648.70001,.21702127,5621.688,17.153284,16.622999,39.574467,643.40002,654
169,67918,San Bernardino,Victor Elementary,KK-06,8294,371.10001,23.1975,51.567402,1295,648.94995,.15613696,4948.8682,22.349771,12.549883,10.127803,645.09998,652.79999
170,66696,Orange,Savanna Elementary,KK-06,2409,108.66,8.1514997,52.120201,354,649.15002,.14694895,5100.9756,22.170071,14.258572,27.521791,646,652.29999
171,71001,Sonoma,West Side Union Elementary,KK-06,150,8.25,3.2258,23.2258,16,649.30005,.10666667,5132.7886,18.181818,18.326,14,655.20001,643.40002
172,69971,Shasta,Enterprise Elementary,KK-08,3981,210,41.773399,51.770901,606,649.5,.15222307,5358.5171,18.957144,12.749143,8.842,649.79999,649.20001
173,71621,Tehama,Red Bluff Union Elementary,KK-08,2326,117.8,17.9751,52.2523,345,649.69995,.1483233,5149.1865,19.745331,11.426,6.4058466,651.29999,648.09998
174,72363,Tuolumne,Jamestown Elementary,KK-08,501,30.5,20.634899,54.761902,163,649.84998,.3253493,5373.2065,16.426229,8.8299999,2.3952098,652.59998,647.09998
175,70482,Siskiyou,Weed Union Elementary,KK-08,470,28.27,31.3305,89.6996,48,650.44995,.10212766,6485.166,16.625397,11.176,5.9574471,655.09998,645.79999
176,63032,Humboldt,South Bay Union Elementary,KK-06,575,35.099998,26.434799,59.130402,59,650.54999,.1026087,5504.0254,16.381767,14.228,8.173913,654.59998,646.5
177,61655,Contra Costa,Brentwood Union Elementary,KK-08,3519,175.3,5.5412998,29.7812,789,650.59998,.22421142,5105.7344,20.074158,15.027,15.458937,655.40002,645.79999
178,72405,Tuolumne,Summerville Elementary,KK-08,474,26.34,21.995899,54.989799,61,650.65002,.12869199,5634.731,17.995443,10.521,0,653.59998,647.70001
179,66860,Placer,Ophir Elementary,KK-08,223,11.5,1.7544,17.5439,60,650.90002,.26905829,4980.2944,19.391304,18.625999,0,651.79999,650
180,70821,Sonoma,Montgomery Elementary,KK-08,92,5.5999999,13.5417,0,22,650.90002,.23913044,6113.8599,16.428572,22.528999,0,656.09998,645.70001
181,70912,Sonoma,Santa Rosa Elementary,KK-06,4971,297.14001,14.7094,55.1008,500,651.15002,.10058338,5850,16.729486,18.298389,31.824583,653.29999,649
182,71266,Stanislaus,Salida Union Elementary,KK-08,2617,107.195,8.3682003,32.369701,226,651.20001,.086358428,4547.9448,24.413452,11.88575,12.800917,651.70001,650.70001
183,70128,Shasta,Shasta Union Elementary,KK-08,242,13.25,28.099199,51.652901,32,651.34998,.1322314,5011.8403,18.264151,9.9259996,0,654.40002,648.29999
184,62802,Humboldt,Fortuna Union Elementary,KK-08,780,41.150002,16.5394,50.763401,75,651.40002,.096153848,5261.3706,18.955042,14.197,3.846154,662,640.79999
185,72090,Tulare,Rockford  Elementary,KK-08,324,15.4,13.0031,58.2043,50,651.45001,.15432099,4276.1152,21.038961,9.6300001,2.4691358,647,655.90002
186,62638,Glenn,Plaza Elementary,KK-08,140,6.75,7.8571,45.714298,25,651.80005,.17857143,4566.27,20.74074,10.639,10.714286,654.20001,649.40002
187,70813,Sonoma,Monte Rio Union Elementary,KK-08,181,10,25.4144,66.8508,26,651.84998,.1436464,6049.4951,18.1,14.475,0,651.90002,651.79999
188,64105,Lassen,Janesville Union Elementary,KK-08,516,26,9.2593002,24.8148,65,651.90002,.12596899,4974.2813,19.846153,13.467,1.9379845,656.29999,647.5
189,63172,Imperial,Magnolia Union Elementary,KK-08,108,5,3.6696999,32.1101,25,652,.23148148,4432.478,21.6,9.665,4.6296296,648.20001,655.79999
190,64188,Lassen,Shaffer Union Elementary,KK-08,419,18.67,13.9535,50,58,652.09998,.13842481,4924.6191,22.442421,12.708,5.2505965,656.40002,647.79999
191,66506,Orange,Fullerton Elementary,KK-08,12567,546.04999,7.6230998,40.399502,1099,652.09998,.087451264,4603.6597,23.014376,17.823,27.540382,651.59998,652.59998
192,70649,Sonoma,Cinnabar Elementary,KK-06,287,16.17,3.7931001,31.0345,65,652.29999,.22648084,5973.9253,17.748919,17.156,14.982578,655.09998,649.5
193,69278,Santa Barbara,Santa Barbara Elementary,KK-08,6201,339.10001,7.1795998,47.702499,634,652.30005,.10224158,5215.9438,18.28664,19.589636,47.879375,650.90002,653.70001
194,63016,Humboldt,Rohnerville Elementary,KK-08,577,29.950001,20.3361,46.0504,134,652.34998,.2322357,4882.2368,19.265442,14.197,0,657.20001,647.5
195,71431,Sutter,Pleasant Grove Joint Union Elementary,KK-08,170,7.5,10.5882,32.352901,41,652.40002,.24117647,4145.8359,22.666666,11.912,1.764706,660.29999,644.5
196,73700,Shasta,Mountain Union Elementary,KK-08,164,8.5,33.536598,65.853699,36,652.40002,.21951219,7542.0381,19.294117,13.386,0,655.20001,649.59998
197,63784,Kern,South Fork Union Elementary,KK-08,382,22,29.2383,59.213799,75,652.5,.19633508,5247.0181,17.363636,11.554,0,653.09998,651.90002
198,68155,San Diego,Jamul-Dulzura Union Elementary,KK-08,1221,61.599998,4.3407001,25.3071,250,652.84998,.20475021,5169.8149,19.821428,19.025999,7.2891073,656.79999,648.90002
199,69765,Santa Cruz,Live Oak Elementary,KK-08,2214,108.35,12.8726,36.449902,213,653.09998,.096205965,5951.0059,20.433779,16.407,17.028004,656.09998,650.09998
200,67116,Riverside,Menifee Union Elementary,KK-08,4523,215,5.7519002,29.1987,409,653.40002,.090426706,4746.5723,21.037209,14.058,10.435552,653.70001,653.09998
201,63552,Kern,Lakeside Union Elementary,KK-08,793,39.799999,4.4136,30.769199,49,653.5,.061790667,4944.0923,19.924623,19.068001,2.2698612,652.40002,654.59998
202,69724,Santa Clara,Whisman Elementary,KK-08,1678,88.269997,5.4826999,38.200199,254,653.54999,.15137067,6306.4873,19.009857,20.77,28.247913,655.59998,651.5
203,63180,Imperial,McCabe Union Elementary,KK-08,536,22.5,5.5970001,28.1716,35,653.55005,.065298505,4260.3066,23.822222,10.264,8.7686567,653.40002,653.70001
204,68551,San Joaquin,Lammersville Elementary,KK-08,307,15.85,5.5374999,28.664499,36,653.69995,.11726385,4718.1631,19.369085,14.578,7.4918566,654.09998,653.29999
205,71563,Tehama,Lassen View Union Elementary,KK-08,347,17.5,18.4438,53.602299,56,653.79999,.16138329,4751.2998,19.828571,10.202,9.7982712,655.5,652.09998
206,62927,Humboldt,Loleta Union Elementary,KK-08,168,11.01,29.1667,63.690498,30,653.84998,.17857143,5653.4536,15.258855,12.502,12.5,655.90002,651.79999
207,70045,Shasta,Junction Elementary,KK-08,532,31,10.5066,29.643499,81,653.94995,.15225564,5920.2534,17.161291,13.906,0,656.59998,651.29999
208,64931,Los Angeles,Rosemead Elementary,KK-08,3272,150,24.021999,76.772598,374,654.09998,.11430318,4825.5908,21.813334,9.9860001,31.204155,651.40002,656.79999
209,66332,Nevada,Grass Valley Elementary,KK-08,2045,107.21,12.1271,40.9291,268,654.19995,.13105135,5532.582,19.074713,13.712,1.3691932,657.79999,650.59998
210,71829,Tulare,Buena Vista Elementary,KK-08,156,6.0500002,10.4294,47.852798,7,654.19995,.044871796,3926.0696,25.785124,10.098,9.6153851,659.79999,648.59998
211,63545,Kern,Kernville Union Elementary,KK-08,1129,61.990002,34.189499,62.267502,164,654.29999,.14526129,5805.6367,18.212614,11.291,0,655.09998,653.5
212,67348,Sacramento,Galt Joint Union Elementary,KK-08,3669,201.97,11.3589,41.0546,500,654.59998,.13627692,4899.2397,18.166063,13.225,24.25729,652.70001,656.5
213,67553,San Benito,Southside Elementary,KK-08,157,9.25,1.8987,10.1266,19,654.84998,.12101911,4884.8623,16.972973,13.63,9.5541401,654.20001,655.5
214,68189,San Diego,Lakeside Union Elementary,KK-08,4928,229.2,8.5419998,25.8885,618,654.84998,.12540585,5139.9375,21.500874,14.623,5.9253244,653.5,656.20001
215,71423,Sutter,Nuestro Elementary,KK-08,103,5,5.8252001,23.301001,13,654.90002,.1262136,5249.3647,20.6,8.776,.97087377,662.20001,647.59998
216,61994,Fresno,Alvina Elementary,KK-08,175,10.3,14.8571,70.285698,17,655.04999,.09714286,5399.0703,16.990292,10.338,18.285713,650,660.09998
217,61762,Contra Costa,Oakley Union Elementary,KK-08,4153,199.86,7.5268998,23.440901,241,655.05005,.058030341,4965.29,20.779545,16.323,4.9843488,657.40002,652.70001
218,70268,Siskiyou,Etna Union Elementary,KK-06,280,18.049999,8.6956997,56.521702,67,655.05005,.23928571,6210.3232,15.512466,10.656333,4.2857146,660.40002,649.70001
219,68544,San Joaquin,Jefferson Elementary,KK-08,865,43.5,3.0841999,12.5741,96,655.19995,.11098266,4797.5034,19.885057,14.578,3.3526011,660.79999,649.59998
220,69377,Santa Clara,Berryessa Union Elementary,KK-08,8735,408.20001,7.4966002,21.343399,1120,655.30005,.1282198,5397.1616,21.398823,18.6306,32.707497,655.40002,655.20001
221,63958,Kings,Kit Carson Union Elementary,KK-08,412,20.1,8.7378998,60.922298,72,655.34998,.17475729,5078.5,20.497513,11.116,9.4660196,653,657.70001
222,71290,Stanislaus,Sylvan Union Elementary,KK-08,6373,329.12,12.6785,36.889999,624,655.34998,.097913072,4733.7466,19.363758,14.597667,6.2607875,657.59998,653.09998
223,68635,San Joaquin,Oak View Union Elementary,KK-08,332,18.799999,9.0361004,34.036098,73,655.40002,.21987952,4963.0601,17.659575,15.493,13.253013,653.20001,657.59998
224,66787,Placer,Auburn Union Elementary,KK-08,2903,138.12,11.1264,34.447102,192,655.54999,.066138476,5431.1772,21.017956,16.271999,3.1691353,662,649.09998
225,67504,San Benito,North County Joint Union Elementary,KK-08,565,29.65,6.7256999,36.637199,60,655.69995,.10619469,5382.0889,19.055649,13.63,16.99115,651.59998,659.79999
226,61945,El Dorado,Pioneer Union Elementary,KK-08,586,26,7.5085001,37.883999,78,655.79999,.1331058,5724.4419,22.538462,12.394,.85324234,662,649.59998
227,67645,San Bernardino,Central Elementary,KK-08,5068,240.10001,7.0639,34.234402,626,655.84998,.12352013,4843.4272,21.107872,15.331,6.6495657,655.90002,655.79999
228,70094,Shasta,Pacheco Union Elementary,KK-08,859,42.84,16.4144,40.162998,118,656.40002,.13736904,5730.3491,20.051353,12.666,.11641444,654.09998,658.70001
229,66316,Nevada,Chicago Park Elementary,KK-08,145,10.21,8.2758999,20,20,656.5,.13793103,5635.7861,14.201763,13.712,0,657.79999,655.20001
230,68874,San Mateo,Brisbane Elementary,KK-08,649,35.125,3.8520999,19.5686,155,656.55005,.23882897,5671.6572,18.476868,17.780334,6.9337444,658.70001,654.40002
231,63883,Kings,Central Union Elementary,KK-08,1789,96,2.9625001,56.0089,435,656.65002,.2431526,7070.6333,18.635416,10.556667,9.5584126,655.40002,657.90002
232,70011,Shasta,Happy Valley Union Elementary,KK-08,775,37,24.9032,61.419399,50,656.70001,.064516127,5097.3433,20.945946,10.523,.90322578,661.5,651.90002
233,61572,Calaveras,Mark Twain Union Elementary,KK-08,777,36.849998,12.9887,39.848701,148,656.80005,.19047619,5482.6772,21.085482,13.243,1.1583011,663.40002,650.20001
234,65458,Marin,San Rafael City Elementary,KK-08,3518,188.2,9.7707996,49.426899,419,656.80005,.11910176,5642.832,18.692881,22.473,40.108017,656.70001,656.90002
235,67991,San Diego,Cajon Valley Union Elementary,KK-08,19294,924.57001,18.9319,50.970798,2401,657,.12444283,5280.0234,20.868078,15.684654,16.663212,657.59998,656.40002
236,69393,Santa Clara,Campbell Union Elementary,KK-08,7661,386.42001,7.8058,32.136799,1158,657,.1511552,5433.3398,19.825577,23.483749,21.955359,657.29999,656.70001
237,71365,Sutter,Browns Elementary,KK-08,158,8,6.3291001,25.3165,34,657.15002,.21518987,4529.2837,19.75,11.649,8.8607597,661,653.29999
238,66324,Nevada,Clear Creek Elementary,KK-08,117,6,8.4034004,36.134499,42,657.40002,.35897437,6039.9858,19.5,16.356001,.85470092,664.90002,649.90002
239,63057,Humboldt,Trinidad Union Elementary,KK-08,160,8.6999998,16.091999,36.781601,37,657.5,.23125,6168.2295,18.390804,14.074,0,672.79999,642.20001
240,70722,Sonoma,Guerneville Elementary,KK-08,511,27.200001,27.485399,51.851898,30,657.55005,.058708414,5774.9702,18.786764,13.437,3.9138942,664.20001,650.90002
241,69013,San Mateo,San Bruno Park Elementary,KK-08,2770,140.11,3.6101,25.559601,296,657.65002,.10685921,4806.7617,19.77018,18.337999,11.949459,659.70001,655.59998
242,71472,Tehama,Antelope Elementary,KK-08,551,28.5,15.2344,51.5625,46,657.75,.083484575,4840.936,19.333334,11.426,3.9927404,660.20001,655.29999
243,66472,Orange,Centralia Elementary,KK-06,5205,242.5,8.3189001,37.2911,474,657.79999,.091066286,4954.4663,21.463917,15.749917,22.939482,655.09998,660.5
244,67702,San Bernardino,Etiwanda Elementary,KK-08,6437,278.84,2.5167,17.150801,622,657.90002,.096628867,4023.5317,23.084923,15.779,2.48563,658.5,657.29999
245,65169,Los Angeles,Wiseburn Elementary,KK-08,1712,81.279999,5.3737998,32.651901,122,658,.071261682,5179.4111,21.062992,14.062,9.8714952,657,659
246,63024,Humboldt,Scotia Union Elementary,KK-08,370,19.799999,6.5040998,36.3144,56,658.34998,.15135135,4385.2295,18.686869,12.174,.54054058,664,652.70001
247,67785,San Bernardino,Mountain View Elementary,KK-08,3182,153.2,3.5304999,26.9433,328,658.59998,.10307983,4777.5127,20.770235,12.9,8.9566317,654.70001,662.5
248,68791,San Luis Obispo,Pleasant Valley Joint Union Elementary,KK-06,139,7.1999998,.71939999,29.496401,32,658.79999,.23021583,4862.7905,19.305555,10.971,6.4748197,661.29999,656.29999
249,69625,Santa Clara,Oak Grove Elementary,KK-08,11855,588.84003,9.0158005,32.765499,1507,659.05005,.12711936,5486.0298,20.132803,17.4352,20.725431,654.90002,663.20001
250,61960,El Dorado,Pollock Pines Elementary,KK-08,1068,51.669998,12.8277,36.797798,129,659.15002,.12078652,5486.3823,20.669636,14.76,.18726592,662.09998,656.20001
251,64345,Los Angeles,Castaic Union Elementary,KK-08,2295,103,4.0395002,31.370899,224,659.34998,.097603485,4631.2437,22.281553,14.603,13.986929,658.29999,660.40002
252,63255,Inyo,Bishop Union Elementary,KK-08,1510,73.300003,10.2598,37.108601,141,659.40002,.093377486,5189.6279,20.600271,13.522333,8.7417212,662.79999,656
253,69138,Santa Barbara,Buellton Union Elementary,KK-08,579,27.799999,1.5,31.5,60,659.40002,.10362694,4600.6064,20.827339,16.669001,20.034542,660,658.79999
254,75135,Madera,Chawanakee Jt. Elementary,KK-08,1012,52.639999,10.4847,33.6301,140,659.79999,.13833992,6735.7754,19.224924,13.52225,1.3833992,660.79999,658.79999
255,70508,Siskiyou,Yreka Union Elementary,KK-08,1212,68.650002,18.297199,47.124699,107,659.90002,.088283829,5475.1729,17.65477,12.518,2.0627062,660.40002,659.40002
256,70599,Sonoma,Alexander Valley Union Elementary,KK-06,119,7,4,33.599998,23,660.05005,.19327731,5990.7944,17,18.326,28.57143,661.70001,658.40002
257,66415,Nevada,Twin Ridges Elementary,KK-08,590,35.762501,7.7965999,30.677999,78,660.09998,.13220339,7203.2466,16.497728,11.466,.16949153,673.09998,647.09998
258,72173,Tulare,Sundale Union Elementary,KK-08,546,27.6,13.9194,54.761902,60,660.19995,.10989011,4777.769,19.782608,10.098,13.736264,659.79999,660.59998
259,72207,Tulare,Three Rivers Union Elementary,KK-08,248,11.12,7.4626999,21.2687,51,660.29999,.20564516,4302.835,22.302158,15.365,0,667.79999,652.79999
260,72348,Tuolumne,Columbia Union Elementary,KK-08,461,26,14.4708,48.812099,150,660.75,.32537961,5630.1948,17.73077,10.311333,.21691975,666.90002,654.59998
261,65102,Los Angeles,Westside Union Elementary,KK-08,6312,308.67999,9.8379002,22.693001,496,660.94995,.078580484,4708.625,20.44836,16.986626,3.1210394,662.09998,659.79999
262,65649,Merced,Ballico-Cressey Elementary,KK-08,285,13.99,7.2413998,66.206902,62,661.34998,.21754386,5629.9614,20.371695,9.6120005,47.368423,661.09998,661.59998
263,68973,San Mateo,Millbrae Elementary,KK-08,2325,115.3,2.8817,15.6559,302,661.45001,.12989247,4890.9868,20.164787,21.1105,22.709679,662,660.90002
264,69435,Santa Clara,Evergreen Elementary,KK-08,11885,549.84003,10.1977,30.4417,1790,661.59998,.15061001,4929.3931,21.615377,16.473312,29.120741,659.09998,664.09998
265,70730,Sonoma,Harmony Union Elementary,KK-08,564,27.43,6.8965998,21.379299,46,661.59998,.081560284,4905.2212,20.561428,18.368999,4.4326243,672.40002,650.79999
266,63362,Kern,Panama Buena Vista Union Elementary,KK-08,12380,620.38,12.2952,31.0189,1671,661.84998,.13497576,5156.8569,19.955511,16.654112,4.8142166,660.09998,663.59998
267,68932,San Mateo,Laguna Salada Union Elementary,KK-08,3772,178.06,3.372,18.3878,529,661.84998,.1402439,4941.7876,21.18387,18.544222,5.2492046,665.40002,658.29999
268,72371,Tuolumne,Sonora Elementary,KK-08,895,47.580002,17.5532,42.4468,70,661.84998,.078212291,5408.7817,18.810423,14.18,1.8994414,662.70001,661
269,66910,Placer,Roseville City Elementary,KK-08,5714,277.67001,10.5343,30.069099,489,661.90002,.085579276,4981.3877,20.578382,18.029554,8.6629333,664.29999,659.5
270,71084,Stanislaus,Gratton Elementary,KK-08,105,5.73,0,0,16,661.90002,.15238096,4877.0864,18.324608,13.586,10.476191,662.5,661.29999
271,64196,Lassen,Susanville Elementary,KK-08,1449,76.989998,16.527901,42.600899,125,661.95001,.086266391,5111.7393,18.820627,12.64,1.242236,660.40002,663.5
272,69872,Shasta,Bella Vista Elementary,KK-08,510,24.5,20.3922,45.882401,95,662.40002,.18627451,5201.5156,20.816326,11.103,0,663.09998,661.70001
273,71852,Tulare,Columbine Elementary,KK-08,160,8,11.25,56.875,39,662.40002,.24375001,4138.3057,20,7.5,9.375,651.40002,673.40002
274,64626,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,KK-08,433,22,9.3360996,25.103701,50,662.45001,.11547344,5743.5972,19.681818,15.506,1.3856814,665.40002,659.5
275,69591,Santa Clara,Mountain View Elementary,KK-08,3186,164.31,5.4538999,44.390701,411,662.5,.12900189,5702.7051,19.390177,22.8414,35.342121,663.5,661.5
276,65045,Los Angeles,Sulphur Springs Union Elementary,KK-06,5010,239.39999,5.2989001,27.3545,576,662.55005,.11497006,4802.1528,20.927319,19.823126,9.6407185,661.70001,663.40002
277,70680,Sonoma,Forestville Union Elementary,KK-08,717,35.950001,8.8888998,24.7222,100,662.55005,.13947001,5442.1431,19.944366,16.347,2.2315202,669.40002,655.70001
278,63750,Kern,Rosedale Union Elementary,KK-08,3548,170.64999,3.26,14.8509,335,662.65002,.09441939,4522.3755,20.791094,16.292999,.36640361,658.29999,667
279,69948,Shasta,Columbia Elementary,KK-08,868,45.200001,16.589899,29.838699,78,662.70001,.089861751,4965.8081,19.203539,13.248,.57603687,662.40002,663
280,66795,Placer,Colfax Elementary,KK-08,507,26.65,13.2039,37.087399,60,662.75,.1183432,5358.3262,19.024391,14.01,0,667.09998,658.40002
281,70425,Siskiyou,Mt. Shasta Union Elementary,KK-08,822,46.650002,8.0738001,25.605499,105,662.90002,.12773722,5784.625,17.620579,14.163,.85158151,668.29999,657.5
282,70870,Sonoma,Piner-Olivet Union Elementary,KK-06,1792,88.550003,3.125,20.9263,143,663.34998,.079799108,5072.7046,20.237154,15.771,5.5245538,667.40002,659.29999
283,65185,Madera,Bass Lake Joint Elementary,KK-08,1202,62.299999,12.0769,35.846199,190,663.44995,.15806988,5556.041,19.293739,14.483333,0,664.29999,662.59998
284,62745,Humboldt,Cutten Elementary,KK-06,515,27.35,16.116501,26.2136,58,663.5,.11262136,5190.3101,18.829981,14.209,0,660.20001,666.79999
285,61952,El Dorado,Placerville Union Elementary,KK-08,1354,66.57,12.0384,36.484501,263,663.84998,.19423929,5211.4854,20.339493,15.167,2.4372232,666.40002,661.29999
286,71035,Sonoma,Wright Elementary,KK-06,1252,65.110001,9.4511995,43.216499,113,663.84998,.090255588,5284.1641,19.228996,12.58425,20.766773,659.40002,668.29999
287,71522,Tehama,Evergreen Union Elementary,KK-08,823,46,13.8518,55.2855,127,663.90002,.15431349,5331.9209,17.891304,10.551,2.1871204,657.70001,670.09998
288,70847,Sonoma,Old Adobe Union Elementary,KK-06,2231,114.3,2.9161,13.3692,258,664,.11564321,5599.6079,19.51881,16.955999,13.626176,666.20001,661.79999
289,71019,Sonoma,Wilmar Union Elementary,KK-06,271,14.2,4.4674001,25.4296,81,664,.29889297,4881.8994,19.084507,17.709,13.284133,668.70001,659.29999
290,66761,Placer,Ackerman Elementary,KK-08,309,15.5,4.2070999,32.6861,85,664.15002,.27508092,4700.4321,19.935484,16.271999,1.9417475,671.29999,657
291,69815,Santa Cruz,Santa Cruz City Elementary,KK-06,3005,159.22,8.6190004,33.810299,308,664.15002,.10249584,5650,18.873257,17.900801,23.061565,666.70001,661.59998
292,62679,Humboldt,Arcata Elementary,KK-08,966,47.959999,20.958099,47.305401,114,664.29999,.11801242,5318.2407,20.141785,11.834,.62111801,674,654.59998
293,67595,San Bernardino,Alta Loma Elementary,KK-08,7710,327.29999,4.4721999,15.9299,814,664.40002,.10557717,4709.0542,23.556372,18.620199,3.2555122,663.40002,665.40002
294,66837,Placer,Foresthill Union Elementary,KK-08,762,35.5,10.8108,30.373199,54,664.44995,.070866145,5143.1904,21.464788,12.431,0,663.09998,665.79999
295,61929,El Dorado,Mother Lode Union Elementary,KK-08,1708,89,8.4895,29.039801,206,664.70001,.1206089,5133.0098,19.191011,15.167,2.2248244,665.5,663.90002
296,66613,Orange,Ocean View Elementary,KK-08,9850,489.29999,3.335,30.6437,1113,664.75,.11299492,5081.4556,20.1308,20.87575,18.558376,663.70001,665.79999
297,62596,Glenn,Lake Elementary,KK-08,129,5,9.3023005,50.3876,10,664.94995,.07751938,4016.4163,25.799999,10.639,6.2015505,667.59998,662.29999
298,69039,San Mateo,San Mateo-Foster City Elementary,KK-08,10619,565.51001,2.5383999,28.3766,1150,664.95001,.10829645,5374.0503,18.77774,25.029619,18.457481,665.90002,664
299,69195,Santa Barbara,Goleta Union Elementary,KK-06,4521,236.58,3.7052,31.0828,494,665.09998,.10926786,5427.5488,19.109816,16.757801,32.072552,666.79999,663.40002
300,67736,San Bernardino,Helendale Elementary,KK-08,580,29.440001,11.8966,30.1724,114,665.20001,.19655173,5179.6445,19.701086,15.297,3.965517,656.20001,674.20001
301,70854,Sonoma,Petaluma City Elementary,KK-06,2569,138,5.4864001,24.747101,326,665.34998,.12689762,5400,18.615942,17.369446,15.336707,669.79999,660.90002
302,69690,Santa Clara,Sunnyvale Elementary,KK-08,6022,286.79999,6.395,36.000702,756,665.65002,.12553969,5726.1465,20.997211,22.096001,27.665228,663.90002,667.40002
303,69179,Santa Barbara,College Elementary,KK-08,670,33.5,.4161,13.8696,47,665.90002,.07014925,5003.8701,20,22.841999,12.537314,670.29999,661.5
304,68197,San Diego,La Mesa-Spring Valley,KK-08,14708,700.94,13.5301,45.7234,1962,665.95001,.13339679,4969.5112,20.983252,18.319876,12.680175,664.5,667.40002
305,66530,Orange,Huntington Beach City Elementary,KK-08,6601,305,1.1968,15.0886,706,666,.10695349,4747.2959,21.642624,25.030001,6.9080443,668,664
306,69336,Santa Barbara,Solvang Elementary,KK-08,675,33.700001,0,31.8519,87,666.05005,.12888889,4543.3052,20.029673,21.957001,14.962962,668.70001,663.40002
307,69849,Santa Cruz,Soquel Elementary,KK-08,2458,124.07,6.0187001,24.6035,193,666.09998,.078519121,5229.5913,19.811398,18.796833,11.269325,666.90002,665.29999
308,62554,Glenn,Capay Joint Union Elementary,KK-08,144,8,4.1666999,44.444401,14,666.15002,.097222224,4507.353,18,10.639,9.7222223,671.90002,660.40002
309,70714,Sonoma,Gravenstein Union Elementary,KK-08,573,29.6,6.993,15.2098,48,666.15002,.083769634,5302.6279,19.358109,17.507999,3.3158813,671,661.29999
310,66381,Nevada,Pleasant Valley Elementary,KK-08,721,35.73,1.8494,18.494101,82,666.44995,.11373093,5545.6104,20.179121,18.593,.69348127,668.79999,664.09998
311,63990,Kings,Pioneer Union Elementary,KK-08,992,46.970001,3.7298,22.883101,160,666.55005,.16129032,4615.9087,21.119864,11.116,5.141129,671.20001,661.90002
312,68361,San Diego,Santee Elementary,KK-08,8432,360.5,6.3923001,22.9839,0,666.59998,0,5397.6895,23.389736,14.097667,4.9691653,663.70001,669.5
313,64113,Lassen,Johnstonville Elementary,KK-08,244,11,15.5738,40.163898,15,666.65002,.061475411,5118.373,22.181818,12.64,6.9672132,672.09998,661.20001
314,72553,Ventura,Pleasant Valley Elementary,KK-08,7116,356.82001,2.599,13.2762,785,666.65002,.11031479,5008.0708,19.942827,20.936428,7.9960651,667.5,665.79999
315,72355,Tuolumne,Curtis Creek Elementary,KK-08,830,46.66,10.4119,32.6087,95,666.69995,.11445783,4906.0303,17.788256,14.18,.48192772,662.09998,671.29999
316,70300,Siskiyou,Fort Jones Union Elementary,KK-06,160,10.88,13.3758,53.503201,38,666.84998,.2375,6870.3462,14.705882,11.826,2.5,666.90002,666.79999
317,70805,Sonoma,Mark West Union Elementary,KK-06,1588,83.400002,6.7985001,20.580999,220,666.84998,.13853905,5301.7163,19.040768,18.671,3.84131,671.29999,662.40002
318,67967,San Diego,Alpine Union Elementary,KK-08,2272,108.75,4.0493002,16.0651,307,667.15002,.13512324,5182.3657,20.891954,17.332001,1.3204225,667.70001,666.59998
319,70938,Sonoma,Sebastopol Union Elementary,KK-08,1425,71.830002,5.0925999,19.8302,65,667.19995,.045614034,4999.4688,19.838507,17.507999,4.9122806,669.79999,664.59998
320,62828,Humboldt,Freshwater Elementary,KK-06,245,12.55,8.9796,13.0612,30,667.45001,.12244898,6732.0664,19.521912,15.572,0,672.20001,662.70001
321,63693,Kern,Norris Elementary,KK-08,1349,65.212502,2.0014999,8.6731005,259,667.45001,.19199407,4612.9897,20.686218,15.56725,.22238696,667,667.90002
322,72132,Tulare,Springville Union Elementary,KK-08,400,22,13.8009,29.8643,65,667.59998,.16249999,5478.8457,18.181818,15.752,0,669.20001,666
323,69575,Santa Clara,Moreland Elementary,KK-08,4632,245.17999,7.0370002,23.642,637,668,.13752159,5666.7139,18.892242,20.469999,17.854059,669.40002,666.59998
324,63610,Kern,Maple Elementary,KK-08,224,9,5.3571,35.267899,15,668.09998,.066964284,4742.5142,24.888889,9.7089996,4.4642859,660.5,675.70001
325,63941,Kings,Kings River-Hardwick Union Elementary,KK-08,576,31,3.9930999,28.125,92,668.40002,.15972222,4907.3926,18.580645,11.116,9.5486116,665.79999,671
326,68163,San Diego,Julian Union Elementary,KK-08,451,25,8.6475,11.7517,75,668.59998,.16629712,5700.4023,18.040001,16.320999,3.9911308,672.70001,664.5
327,68007,San Diego,Cardiff Elementary,KK-06,900,50.75,2.1018,24.3363,145,668.65002,.16111112,5191.8345,17.73399,21.966999,20.666666,668.79999,668.5
328,72108,Tulare,Saucelito Elementary,KK-08,118,5.5,8.3332996,51.666698,10,668.79999,.084745765,4451.2568,21.454546,8.934,7.6271186,668.5,669.09998
329,67975,San Diego,Bonsall Union Elementary,KK-08,1457,73.129997,5.9822998,42.964001,0,668.90002,0,5627.5278,19.923426,19.997,27.453672,666.20001,671.59998
